Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
780,Hugo Duro,es ESP,FWMF,Valencia,es La Liga,22-182,1999,20.4,0.15,0.05,0.05,1.57,2.3,0.34,0.39,0.39,0.98,0.1,0,0,5.54,2.35,4.22,35.8,Matches
781,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,24-303,1997,31.7,0.03,0,0,1.07,0.98,0.06,1.8,2.3,1.32,0,0,0.03,8.36,1.14,1.04,52.2,Matches
782,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,28-177,1993,21.1,0.14,0,0,0.85,2.46,0.19,1.52,0.85,0.66,0,0,0,6.82,0.19,1.09,14.8,Matches
783,Edin Džeko,ba BIH,FW,Inter,it Serie A,36-055,1986,26.7,0.07,0,0,0.97,1.61,0.19,1.39,0.3,0.64,0.07,0,0,3.97,3.56,3,54.3,Matches
784,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,23-061,1999,19,0.05,0,0,0.79,0.74,0,0.47,2,0.68,0,0.05,0,7.37,1.11,1.26,46.7,Matches
785,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,26-146,1995,12.5,0.08,0.08,0,1.84,0.64,0.08,1.6,1.76,1.12,0,0,0,6.48,1.28,1.36,48.5,Matches
786,Éderson,br BRA,MF,Salernitana,it Serie A,22-308,1999,11.7,0.34,0,0,1.45,2.82,0.09,0.34,1.79,1.71,0,0,0,7.52,1.03,1.79,36.4,Matches
787,Ederson,br BRA,GK,Manchester City,eng Premier League,28-267,1993,34,0.09,0,0,0.03,0.21,0,0,0,0,0,0.03,0,3.38,0,0,,Matches
788,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,24-115,1998,16.3,0.12,0,0,1.53,0.67,0.18,0.43,0.67,0.74,0,0,0,5.15,2.64,3.56,42.6,Matches
789,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,19-129,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
790,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,25-154,1996,23.6,0.04,0,0,1.48,1.23,0.04,0.42,1.36,1.23,0,0,0,11.4,2.8,2.46,53.2,Matches
791,Lilian Egloff,de GER,FWMF,Stuttgart,de Bundesliga,19-264,2002,0.3,0,0,0,6.67,0,0,0,0,3.33,0,0,0,3.33,3.33,6.67,33.3,Matches
792,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26-351,1995,6.9,0.29,0,0,2.17,2.17,0,1.88,2.32,2.03,0,0,0,10,2.17,0.87,71.4,Matches
793,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,18-067,2004,0.5,0,0,0,0,4,0,2,2,0,0,0,0,18,2,0,100,Matches
794,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32-287,1989,18.2,0.6,0.05,0.05,2.14,2.25,0,0.05,2.2,1.48,0,0,0,10.7,1.54,1.04,59.6,Matches
795,Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19-325,2002,13,0.08,0.08,0,1.31,2.46,0.85,0.69,1.08,0.92,0.15,0,0,5.08,2.23,2.62,46,Matches
796,Jurgen Ekkelenkamp,nl NED,MFFW,Hertha BSC,de Bundesliga,22-036,2000,7.5,0.13,0,0,1.47,0.67,0,0.53,1.2,0.67,0,0,0,6.93,0.93,2.67,25.9,Matches
797,Caleb Ekuban,gh GHA,FWMF,Genoa,it Serie A,28-049,1994,18.4,0.11,0,0,1.41,1.85,0.11,0.54,0.49,0.76,0,0,0,4.95,2.12,3.48,37.9,Matches
798,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,20-014,2002,12.5,0,0,0,0.8,1.84,0.24,1.04,1.36,1.28,0,0,0,5.2,1.92,1.84,51.1,Matches
799,Alberth Elis,hn HON,FWMF,Bordeaux,fr Ligue 1,26-088,1996,15.7,0.13,0,0,1.46,1.46,0.57,1.97,0.96,0.96,0.06,0,0,4.08,1.78,3.06,36.8,Matches
800,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,19-037,2003,3.1,0,0,0,0.32,1.94,0,1.61,0.97,0.32,0,0,0,11,0.32,0.97,25,Matches
801,Elif Elmas,mk MKD,FWMF,Napoli,it Serie A,22-229,1999,17,0.18,0,0,1.65,1.59,0.12,0.47,0.88,0.65,0.06,0,0,4.82,0.47,1.35,25.8,Matches
802,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29-304,1992,6,0.17,0,0,0.83,0.67,0,0,2.17,1.17,0,0,0,11.5,0.67,0.83,44.4,Matches
803,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,28-044,1994,21.4,0.14,0.05,0,0.89,1.03,0.09,0.14,2.01,0.65,0,0.05,0,9.58,3.08,1.31,70.2,Matches
804,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,25-223,1996,27,0.11,0.04,0,0.81,0.85,0,0,2.19,0.89,0,0,0,10.1,3.37,1.85,64.5,Matches
805,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,19-129,2003,19.8,0.1,0,0,1.01,1.41,1.06,0.76,0.3,0.71,0.1,0,0,3.08,0.71,2.83,20,Matches
806,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,27-280,1994,20.9,0.19,0,0,1.67,1.34,0.05,1.53,0.86,1.48,0,0,0,7.46,1.67,2.87,36.8,Matches
807,Adri Embarba,es ESP,MFFW,Espanyol,es La Liga,30-004,1992,21,0.19,0,0,1.71,2.33,0.29,3.52,1.33,1.19,0,0,0,7.19,0.86,1.43,37.5,Matches
808,Breel Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,25-086,1997,23.4,0.13,0,0,1.97,3.33,0.85,0.26,0.43,0.85,0.04,0,0,4.62,1.88,3.97,32.1,Matches
809,Emerson,br BRA,DF,Tottenham,eng Premier League,23-117,1999,22.6,0.22,0,0,1.59,1.99,0.04,2.52,1.46,1.59,0,0,0,8.32,1.55,1.64,48.6,Matches
810,Emerson,br BRA,DF,Barcelona,es La Liga,23-117,1999,1,0,0,0,3,3,0,2,2,3,0,0,0,5,0,1,0,Matches
811,Renaud Emond,be BEL,MFFW,Nantes,fr Ligue 1,30-157,1991,2.1,0,0,0,1.43,1.9,0,0,0.95,0.95,0,0,0,2.86,1.9,6.19,23.5,Matches
812,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24-344,1997,12.1,0,0,0,0.83,0.91,1.49,0.33,0.25,0.41,0.08,0,0,2.89,2.98,4.55,39.6,Matches
813,Keita Endo,jp JPN,MFFW,Union Berlin,de Bundesliga,24-170,1997,0.6,0,0,0,0,3.33,1.67,3.33,0,0,0,0,0,10,1.67,3.33,33.3,Matches
814,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,29-091,1993,31.2,0.13,0,0,1.06,2.24,0.03,0.26,1.79,1.31,0,0,0,11.1,2.85,1.67,63.1,Matches
815,Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,30-086,1992,8.4,0.12,0,0,0.71,0.36,0,2.74,1.07,1.19,0,0,0,8.81,0.6,0.95,38.5,Matches
816,Martin Erlic,hr CRO,DF,Spezia,it Serie A,24-107,1998,26.7,0.19,0,0,1.09,0.71,0,0.07,2.25,0.79,0.07,0.07,0,7.6,2.51,1.72,59.3,Matches
817,Gonzalo Escalante,ar ARG,MF,Alavés,es La Liga,29-045,1993,12.5,0.48,0,0,2.24,2,0.16,0.16,2.4,1.12,0.08,0,0,11.8,2.96,1.84,61.7,Matches
818,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,29-045,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
819,Aarón Escandell,es ESP,GK,Granada,es La Liga,26-226,1995,3.2,0.31,0.31,0,0,0.31,0,0,0,0,0,0,0,7.5,0,0,,Matches
820,Sergio Escudero,es ESP,DFMF,Granada,es La Liga,32-251,1989,14.9,0.34,0,0,0.94,1.41,0.34,2.15,2.21,1.48,0,0.07,0,10.5,2.55,2.15,54.3,Matches
821,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,30-126,1992,34,0.18,0,0,1.53,1.32,0.12,2.71,2.41,2.09,0,0.03,0,10.7,1.53,1.82,45.6,Matches
822,Michael Esser,de GER,GK,Bochum,de Bundesliga,34-170,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,,Matches
823,Estanis,es ESP,FW,Barcelona,es La Liga,18-260,2003,0.1,0,0,0,10,0,0,0,10,10,0,0,0,0,0,20,0,Matches
824,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,19-350,2002,19.6,0.1,0,0,0.46,0.41,0,0,2.14,0.87,0,0,0,7.35,1.84,1.48,55.4,Matches
825,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,24-110,1998,16.4,0.18,0,0,1.65,0.55,0.67,3.66,2.74,1.16,0,0.06,0,9.51,1.77,1.34,56.9,Matches
826,Oghenekaro Etebo,ng NGA,MF,Watford,eng Premier League,26-183,1995,4.3,0.7,0,0,1.86,0.93,0,0.23,1.63,2.33,0,0,0,8.14,0.47,0.47,50,Matches
827,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,34-128,1988,11.4,0.18,0,0,1.14,0.96,0,0.09,2.19,1.05,0,0,0,12.1,3.6,1.4,71.9,Matches
828,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,23-316,1998,4.7,0.21,0,0,1.06,2.13,0,1.7,1.28,0.43,0,0,0,6.81,1.7,1.7,50,Matches
829,Abdessamad Ezzalzouli,ma MAR,FWDF,Barcelona,es La Liga,20-145,2001,6.4,0.63,0,0,2.66,2.97,0.31,3.28,1.72,1.56,0,0,0,5.78,0.47,2.19,17.6,Matches
830,?ukasz Fabia?ski,pl POL,GK,West Ham,eng Premier League,37-023,1985,35,0.03,0,0,0.03,0.17,0,0,0,0,0,0.03,0,3.8,0,0,,Matches
831,Fabinho,br BRA,MF,Liverpool,eng Premier League,28-200,1993,25.7,0.27,0,0,1.91,1.52,0,0.23,2.18,1.44,0,0,0,12.1,1.75,1.09,61.6,Matches
832,Fábio,br BRA,DF,Nantes,fr Ligue 1,31-306,1990,16.5,0.48,0.06,0,1.76,1.03,0.06,1.7,2.24,2.12,0,0.06,0,9.21,2.12,1.7,55.6,Matches
833,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,35-007,1987,0.4,0,0,0,2.5,5,0,7.5,0,0,0,0,0,17.5,0,2.5,0,Matches
834,Wout Faes,be BEL,DF,Reims,fr Ligue 1,24-038,1998,35,0.06,0,0,0.63,0.71,0,0.06,2.23,0.74,0,0.06,0,6.51,1.37,1.09,55.8,Matches
835,Wahidullah Faghir,dk DEN,FW,Stuttgart,de Bundesliga,18-286,2003,1.4,0,0,0,0,2.14,1.43,0,0.71,0,0,0,0,1.43,2.86,2.86,50,Matches
836,Romain Faivre,fr FRA,MF,Brest,fr Ligue 1,23-301,1998,19.9,0.05,0,0,0.7,1.46,0.05,2.26,1.31,1.21,0,0,0,6.08,0.4,0.8,33.3,Matches
837,Romain Faivre,fr FRA,FWMF,Lyon,fr Ligue 1,23-301,1998,9.1,0,0,0,1.43,1.98,0.11,2.42,0.66,0.44,0,0,0,7.36,0.33,0.44,42.9,Matches
838,Radamel Falcao,co COL,FW,Rayo Vallecano,es La Liga,36-090,1986,7.8,0.13,0,0,2.56,1.54,1.67,0.38,0,0.13,0,0,0,3.59,3.72,5.13,42,Matches
839,Diego Falcinelli,it ITA,FWMF,Bologna,it Serie A,30-319,1991,0.7,0,0,0,2.86,5.71,0,0,2.86,2.86,0,0,0,2.86,8.57,8.57,50,Matches
840,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,27-029,1995,9.5,0.21,0,0,0,0.11,0,0,0,0,0,0,0,5.05,0,0,,Matches
841,Fali,es ESP,DFMF,Cádiz,es La Liga,28-272,1993,18.2,0.27,0,0,0.99,0.55,0,0.38,1.65,1.43,0,0,0,8.35,2.14,1.43,60,Matches
842,Paolo Faragò,it ITA,MF,Cagliari,it Serie A,29-088,1993,0.2,0,0,0,0,0,0,0,0,5,0,0,0,15,5,5,50,Matches
843,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,30-198,1991,27.6,0.25,0.04,0.04,0.98,1.16,0.22,2.57,1.16,1.63,0,0.04,0,8.19,1.63,2.28,41.7,Matches
844,Mohamed Fares,dz ALG,DFFW,Genoa,it Serie A,26-085,1996,6.5,0.31,0,0,1.85,1.23,0,2.92,2.46,0.62,0,0,0,7.54,1.85,2.46,42.9,Matches
845,Diego Farias,br BRA,MFFW,Cagliari,it Serie A,32-001,1990,0.7,0,0,0,0,0,0,2.86,0,0,0,0,0,10,2.86,4.29,40,Matches
846,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,24-085,1998,10.3,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,0,,Matches
847,Ömer Faruk Beyaz,tr TUR,FWDF,Stuttgart,de Bundesliga,18-255,2003,0.8,0,0,0,0,0,0,0,1.25,6.25,0,0,0,13.8,1.25,1.25,50,Matches
848,Noah Fatar,fr FRA,DFMF,Angers,fr Ligue 1,20-085,2002,0.1,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,,Matches
849,Ansu Fati,es ESP,FW,Barcelona,es La Liga,19-192,2002,3,0,0,0,3,4,0.67,1.33,1,0.33,0.33,0,0,2.67,0.33,0.67,33.3,Matches
850,Julien Faussurier,fr FRA,MFDF,Brest,fr Ligue 1,35-117,1987,5.4,0.19,0,0,1.11,1.3,0.93,5.56,2.04,1.48,0,0,0,7.04,0.74,1.11,40,Matches
851,Andrea Favilli,it ITA,FW,Genoa,it Serie A,24-359,1997,0.4,0,0,0,0,2.5,2.5,0,0,0,0,0,0,2.5,0,2.5,0,Matches
852,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,35-055,1987,13.9,0.22,0.07,0.07,1.01,1.22,0.07,0.22,3.09,0.58,0,0.14,0,9.86,4.75,1.29,78.6,Matches
853,Aleix Febas,es ESP,MF,Mallorca,es La Liga,26-098,1996,1.3,0.77,0,0,1.54,3.08,0,0,0,3.08,0,0,0,10.8,1.54,1.54,50,Matches
854,Adrian Fein,de GER,MF,Greuther Fürth,de Bundesliga,23-054,1999,0.4,0,0,0,2.5,0,0,0,5,0,0,0,0,2.5,0,0,,Matches
855,Nabil Fekir,fr FRA,MF,Betis,es La Liga,28-297,1993,29.4,0.24,0.03,0,2.24,3.81,0.31,2.11,0.54,1.12,0,0,0,5.75,1.02,2.11,32.6,Matches
856,Felipe,br BRA,DF,Atlético Madrid,es La Liga,32-360,1989,15.4,0.32,0.06,0,1.49,0.71,0.13,0,1.69,0.78,0,0,0,12.6,3.83,1.69,69.4,Matches
857,Luiz Felipe,it ITA,DF,Lazio,it Serie A,25-050,1997,27.2,0.29,0.04,0,1.14,0.77,0,0.07,1.51,0.92,0.04,0,0,7.43,2.06,1.62,56,Matches
858,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,24-244,1997,8.7,0.11,0,0,1.15,0.92,0,0.11,2.18,0.69,0,0,0,7.93,3.45,1.38,71.4,Matches
859,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,22-182,1999,14,0.21,0.07,0.07,1.21,4.79,0.64,1.29,0.57,0.36,0,0,0,4,1.71,1.93,47.1,Matches
860,Kiko Femenía,es ESP,DF,Watford,eng Premier League,31-098,1991,22.8,0.09,0,0,0.7,0.7,0.09,2.28,2.63,1.05,0,0,0,8.68,0.92,1.1,45.7,Matches
861,Evan Ferguson,ie IRL,MF,Brighton,eng Premier League,17-204,2004,0.3,0,0,0,0,0,0,3.33,0,0,0,0,0,0,3.33,10,25,Matches
862,Nathan Ferguson,eng ENG,DF,Crystal Palace,eng Premier League,21-217,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,Matches
863,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,27-245,1994,33.6,0.27,0,0,1.25,1.76,0.09,2.32,1.1,1.34,0,0,0,7.29,0.68,0.92,42.6,Matches
864,Edimilson Fernandes,ch SUI,DFFW,Arminia,de Bundesliga,26-026,1996,3.1,0,0,0,0.97,0.65,0,2.58,0.65,0.97,0,0,0,10,1.29,0.97,57.1,Matches
865,Aitor Fernández,es ESP,GK,Levante,es La Liga,31-008,1991,13,0.08,0.08,0,0,0.31,0,0,0,0.08,0,0,0,3.92,0,0,,Matches
866,Álex Fernández,es ESP,MF,Cádiz,es La Liga,29-208,1992,20,0.1,0,0,0.8,1.25,0.05,1.65,1.9,1.45,0,0,0,8.7,1.1,2,35.5,Matches
867,Álvaro Fernández,es ESP,GK,Brentford,eng Premier League,24-028,1998,12,0,0,0,0,0.25,0,0,0,0,0,0,0.08,5.67,0,0,,Matches
868,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,33-079,1989,5.8,0,0,0,0.34,0.34,0,0,2.24,0.17,0,0,0,5.86,1.72,0.86,66.7,Matches
869,Fernandinho,br BRA,MF,Manchester City,eng Premier League,37-007,1985,8.4,0.12,0,0,2.38,1.9,0,0.48,1.31,1.43,0,0,0,10.8,2.02,1.31,60.7,Matches
870,Fernando,br BRA,MFDF,Sevilla,es La Liga,34-290,1987,20.6,0.29,0,0,0.92,0.63,0.05,0.1,2.04,1.12,0,0,0,10.3,2.04,2.18,48.3,Matches
871,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,27-314,1994,16.3,0.18,0,0,1.53,1.47,0,0.25,3.07,1.29,0,0.06,0,7.91,1.41,1.47,48.9,Matches
872,Salvador Ferrer,es ESP,DFMF,Spezia,it Serie A,24-110,1998,14.9,0.2,0,0,0.81,0.6,0,1.68,1.48,1.34,0,0,0,8.19,1.81,2.01,47.4,Matches
873,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,30-060,1992,30.3,0.36,0.03,0.03,1.62,2.15,0,0.83,1.22,1.52,0,0.03,0,12,0.56,1.29,30.4,Matches
874,Riccardo Fiamozzi,it ITA,DF,Empoli,it Serie A,28-358,1993,6.9,0.14,0,0,0.72,1.3,0,1.74,1.45,0.87,0,0.14,0,10.4,0.43,1.01,30,Matches
875,Fidel,es ESP,MF,Elche,es La Liga,32-196,1989,24.1,0.37,0,0,1.2,1.37,0.29,2.03,0.75,0.79,0,0.04,0,6.02,0.29,1.04,21.9,Matches
876,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,23-332,1998,6.1,0.49,0,0,1.31,1.48,0,2.46,0.98,1.97,0,0,0,5.57,1.31,0.82,61.5,Matches
877,Alfreð Finnbogason,is ISL,FWMF,Augsburg,de Bundesliga,33-099,1989,3,0,0,0,1,0.33,0.33,0.33,0.33,0,0,0,0,6.33,2,2.33,46.2,Matches
878,Luca Fiordilino,it ITA,MF,Venezia,it Serie A,25-290,1996,6.3,0.32,0,0,0.79,1.75,0.32,0.63,2.06,1.75,0,0,0,9.05,0.95,0.95,50,Matches
879,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,32-118,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
880,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,30-221,1991,9.9,0.3,0,0,0.91,0.91,0.2,0.71,0.2,2.12,0,0,0,6.36,1.21,2.93,29.3,Matches
881,Junior Firpo,es ESP,DF,Leeds United,eng Premier League,25-262,1996,16.5,0.61,0,0,2.48,0.85,0.06,1.45,1.58,1.88,0,0,0.06,8,1.82,1.15,61.2,Matches
882,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28-332,1993,31,0,0,0,0,0.03,0,0,0,0,0,0,0,5.39,0,0,,Matches
883,Ashley Fletcher,eng ENG,FW,Watford,eng Premier League,26-221,1995,0.3,0,0,0,3.33,0,0,0,0,6.67,0,0,0,13.3,6.67,20,25,Matches
884,Alexis Flips,fr FRA,FWMF,Reims,fr Ligue 1,22-113,2000,11.5,0.17,0,0,1.48,0.87,0.09,4,2.96,2,0,0,0,7.3,0.78,2.09,27.3,Matches
885,Alessandro Florenzi,it ITA,DFFW,Milan,it Serie A,31-061,1991,12.6,0.16,0,0,0.87,0.63,0.24,2.46,2.54,1.27,0,0,0,9.05,1.03,0.79,56.5,Matches
886,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,21-348,2000,21.8,0.05,0,0,0.73,1.56,0.6,2.48,0.73,0.6,0,0,0,5.05,0.37,1.42,20.5,Matches
887,Mamadou Fofana,ml MLI,DF,Metz,fr Ligue 1,24-110,1998,0.4,0,0,0,0,0,0,0,7.5,2.5,0,0,0,2.5,0,2.5,0,Matches
888,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,27-004,1995,35.3,0.06,0,0,0.82,1.53,0.11,0.79,1.39,0.62,0,0,0,6.83,0.48,0.54,47.2,Matches
889,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,21-145,2000,4,0.5,0,0,1.5,0.25,0,0,2.5,0.25,0,0,0,10.8,3.75,2,65.2,Matches
890,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,23-121,1999,22.3,0.18,0,0,1.57,1.08,0,0.4,1.7,2.15,0,0.04,0,9.28,0.72,0.58,55.2,Matches
891,Thomas Foket,be BEL,DFMF,Reims,fr Ligue 1,27-228,1994,22.8,0.22,0,0,1.27,1.14,0.18,2.02,1.89,0.66,0.04,0,0,6.8,0.66,1.05,38.5,Matches
892,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,31-003,1991,1.9,0.53,0,0,2.11,0.53,0,0,1.05,0,0,0,0,6.32,1.05,2.63,28.6,Matches
893,José Fontán,es ESP,DF,Celta Vigo,es La Liga,22-089,2000,3,1,0,0,2.67,0,0,1.33,3,1.33,0,0.33,0,7.67,2.33,0,100,Matches
894,José Fonte,pt POR,DF,Lille,fr Ligue 1,38-140,1983,36,0.11,0,0,0.67,0.31,0,0.19,1.81,0.42,0,0.03,0,10.7,2.94,0.86,77.4,Matches
895,Fernando Forestieri,it ITA,FWMF,Udinese,it Serie A,32-116,1990,0.6,1.67,0,0,8.33,6.67,0,5,1.67,1.67,0,0,0,8.33,0,3.33,0,Matches
896,Pablo Fornals,es ESP,FWMF,West Ham,eng Premier League,26-078,1996,29.2,0.14,0,0,1.06,1.34,0.21,1.51,1.54,1.06,0.03,0,0,7.64,0.96,1.23,43.8,Matches
897,Emil Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,30-200,1991,18.2,0.11,0,0,0.66,1.04,0.22,0.93,0.33,0.77,0,0,0,5.27,0.49,1.1,31,Matches
898,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,30-215,1991,17,0.29,0,0,2.24,1.24,0.12,0.29,1.76,1.65,0,0,0,11.2,0.76,0.88,46.4,Matches
899,Marcus Forss,fi FIN,FWMF,Brentford,eng Premier League,22-327,1999,2.3,0,0,0,1.74,0.43,0,0.43,0.87,0.87,0,0,0,4.78,2.17,6.52,25,Matches
900,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,34-055,1988,19,0.05,0,0,0,0.16,0,0,0,0,0,0,0,4.16,0,0,,Matches
901,Philipp Förster,de GER,FWMF,Stuttgart,de Bundesliga,27-096,1995,10.7,0.37,0,0,1.68,0.93,0.19,0.37,0.93,1.12,0,0,0,7.38,1.03,1.5,40.7,Matches
902,Francesco Forte,it ITA,FW,Venezia,it Serie A,29-010,1993,4.7,0.64,0,0,2.34,1.28,0.43,0.64,0.21,0.64,0,0,0,3.83,4.04,3.4,54.3,Matches
903,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,30-024,1992,1,0,0,0,2,0,0,0,2,0,0,0,0,4,1,0,100,Matches
904,Ben Foster,eng ENG,GK,Watford,eng Premier League,39-038,1983,24,0,0,0,0.04,0.17,0,0,0,0,0,0.04,0,5.04,0,0,,Matches
905,Tariqe Fosu,gh GHA,DF,Brentford,eng Premier League,26-187,1995,0.2,0,0,0,0,5,0,5,0,0,0,0,0,10,0,5,0,Matches
906,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,24-129,1998,1.6,0,0,0,0.63,0,0,2.5,1.25,1.25,0,0,0,8.13,1.88,1.88,50,Matches
907,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,29-049,1993,2,0,0,0,0.5,2,0,2.5,1,1,0,0,0,7,2,1.5,57.1,Matches
908,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,29-049,1993,24,0.42,0,0,1.71,1.75,0.04,1.38,2,1.08,0.04,0.04,0,8.42,0.88,1.08,44.7,Matches
909,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,24-119,1998,19.6,0.26,0.05,0.05,2.04,1.28,0,0.51,1.53,2.3,0,0.05,0,7.3,2.19,1.07,67.2,Matches
910,Gianluca Frabotta,it ITA,FW,Hellas Verona,it Serie A,22-321,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
911,Raphael Framberger,de GER,DFMF,Augsburg,de Bundesliga,26-247,1995,8.9,0.34,0,0,2.02,0.9,0,2.7,1.12,1.91,0,0.11,0,8.2,1.57,1.35,53.8,Matches
912,Przemys?aw Frankowski,pl POL,DF,Lens,fr Ligue 1,27-029,1995,25.5,0.16,0,0,1.45,0.31,0.08,1.92,1.76,1.33,0,0.04,0,6.78,0.47,0.55,46.2,Matches
913,Enric Franquesa,es ESP,DF,Levante,es La Liga,25-074,1997,6.9,0.14,0,0,1.3,1.01,0.14,1.16,1.01,0.43,0,0,0,7.39,1.88,1.3,59.1,Matches
914,Fransérgio,br BRA,MF,Bordeaux,fr Ligue 1,31-205,1990,13,0.46,0,0,2.31,0.92,0,0.15,1.15,1.15,0,0.08,0,9.54,2.15,2,51.9,Matches
915,Ryan Fraser,sct SCO,FWMF,Newcastle Utd,eng Premier League,28-076,1994,16.1,0.19,0,0,0.75,1.49,0.12,3.79,0.99,0.25,0,0,0,5.09,0.43,1.43,23.3,Matches
916,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,22-201,1999,30.2,0.2,0,0,1.46,2.02,0,0.63,1.39,0.89,0.07,0.03,0.03,6.16,0.83,1.23,40.3,Matches
917,Fred,br BRA,MF,Manchester Utd,eng Premier League,29-067,1993,21.7,0.23,0,0,1.84,1.52,0,0.09,2.21,1.75,0.05,0,0.05,11.3,0.74,0.6,55.2,Matches
918,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,29-213,1992,3.4,0.29,0,0,0.88,0.29,0,2.35,1.76,0.59,0,0,0,7.94,1.76,0.29,85.7,Matches
919,Morten Frendrup,dk DEN,DFMF,Genoa,it Serie A,21-034,2001,6.5,0.15,0,0,1.69,0.62,0,0.92,2.46,2.92,0,0,0,16.2,1.85,2.62,41.4,Matches
920,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,30-026,1992,24.4,0.33,0,0,1.68,1.23,0,0.86,1.97,1.64,0,0.04,0.04,11,0.94,0.9,51.1,Matches
921,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,26-149,1995,13,0.31,0.08,0.08,0.85,0.15,0,0.31,2.38,0.92,0,0,0.08,9.92,3.46,2.54,57.7,Matches
922,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,26-149,1995,5.8,0.17,0,0,1.03,0,0.17,0,1.55,1.21,0,0.17,0,9.48,4.14,2.24,64.9,Matches
